address_id,party_id,address_type,line1,city,state_code,postal_code,country_code,is_current
ADDR000109,PTY000109,business,71657 Christina Roads Apt. 844,New Dennis,ND,48218,US,True
ADDR000110,PTY000110,mailing,317 Gardner Park Suite 810,West Christineberg,MH,01152,US,True
ADDR000111,PTY000111,business,50789 Russell Cove,Chrisfurt,GU,89458,US,True
ADDR000112,PTY000112,business,2554 Brandi Haven,South Karenmouth,HI,69787,US,True
ADDR000113,PTY000113,risk_location,01468 Carl Haven Apt. 209,North Jacqueline,TN,61589,US,True
ADDR000114,PTY000114,business,802 Tiffany Turnpike,Hicksshire,DC,19981,US,True
ADDR000115,PTY000115,primary,00319 Alan Estate,Rollinsstad,LA,16899,US,True
ADDR000116,PTY000116,business,6761 Cooley Glens,Hernandezmouth,IA,81990,US,True
ADDR000117,PTY000117,mailing,426 Brown Parkway,Cohenland,NV,39882,US,True
ADDR000118,PTY000118,primary,75256 Rebecca Flat,Port Jamesland,AK,55752,US,True
ADDR000119,PTY000119,billing,30996 Martin Ramp,South Jesseport,WV,63680,US,True
ADDR000120,PTY000120,risk_location,36352 Estrada Mountains,Hillchester,KY,78517,US,True
ADDR000121,PTY000121,billing,071 David Stravenue,Morganbury,VA,98204,US,True
ADDR000122,PTY000122,business,7361 Nathaniel Ways,New Lindaview,AR,50174,US,True
ADDR000123,PTY000123,business,3510 Mcdaniel Gardens Suite 851,Lake Cassandra,AK,54838,US,True
ADDR000124,PTY000124,billing,01595 Courtney Pine Suite 609,Sarahfurt,HI,46606,US,True
ADDR000125,PTY000125,risk_location,499 Ross Wells,Lewisburgh,LA,30853,US,True
ADDR000126,PTY000126,billing,580 Sean Mews,Danielletown,MP,63821,US,True
ADDR000127,PTY000127,risk_location,434 Aimee Fords,Juliehaven,IL,00603,US,True
ADDR000128,PTY000128,primary,1258 Schwartz Ville,Jessicaland,WI,92633,US,True
ADDR000129,PTY000129,billing,4202 William Way,New Gailport,IA,71068,US,True
ADDR000130,PTY000130,mailing,13213 Barbara Cliff,Lake Teresamouth,MN,24962,US,True
ADDR000131,PTY000131,business,962 Novak Parkways Apt. 589,Petersview,FL,12707,US,True
ADDR000132,PTY000132,mailing,260 Corey Road Suite 912,Lake Katie,DE,01616,US,True
ADDR000133,PTY000133,risk_location,466 James Cove Suite 182,East Tyler,OH,73605,US,True
ADDR000134,PTY000134,primary,797 Miller Port,Hallland,SC,65905,US,True
ADDR000135,PTY000135,risk_location,67561 Armstrong Camp Suite 858,Michaelberg,DE,09663,US,True
ADDR000136,PTY000136,business,443 Adams Circle,Mooreland,SC,91538,US,True
ADDR000137,PTY000137,billing,8819 Lisa Lights Apt. 760,Margaretstad,MT,47200,US,True
ADDR000138,PTY000138,risk_location,63857 Casey Road,Juarezside,WV,39397,US,True
ADDR000139,PTY000139,mailing,081 Sutton Knolls Apt. 823,Reevesbury,NY,48054,US,True
ADDR000140,PTY000140,primary,3532 Hamilton Wells,Amyshire,OK,28457,US,True
ADDR000141,PTY000141,billing,3090 Jeanne Summit,East Mariachester,ND,89324,US,True
ADDR000142,PTY000142,risk_location,36915 Hill Drive,Brownchester,NM,52360,US,True
ADDR000143,PTY000143,primary,1819 John Shores,West Jesseview,NH,36635,US,True
ADDR000144,PTY000144,risk_location,9131 Drake Pass Apt. 288,Nixonview,GU,77344,US,True
ADDR000145,PTY000145,mailing,248 Middleton Village,Michaelport,WI,75566,US,True
ADDR000146,PTY000146,risk_location,3880 Michael Green Suite 086,New Timothymouth,PR,94689,US,True
ADDR000147,PTY000147,billing,5677 Taylor Grove Apt. 909,Autumnport,KS,40550,US,True
ADDR000148,PTY000148,business,6555 Christina Village,Port Travisside,MH,18501,US,True
ADDR000149,PTY000149,primary,130 Travis Way,Lake Paulaberg,NM,58772,US,True
ADDR000150,PTY000150,billing,22685 Brown Curve Suite 723,Williamton,UT,19097,US,True
ADDR000151,PTY000151,billing,218 Selena Trail Apt. 407,Fernandezmouth,TX,28276,US,True
ADDR000152,PTY000152,mailing,364 Nichols Valleys Suite 496,Rodriguezfurt,AK,70005,US,True
ADDR000153,PTY000153,business,4724 David Station,Port Jefferyville,PW,92292,US,True
ADDR000154,PTY000154,mailing,0902 Katherine Alley Suite 504,Port Robertport,FL,56761,US,True
ADDR000155,PTY000155,risk_location,0899 Howard Freeway,Reedside,PW,81191,US,True
ADDR000156,PTY000156,risk_location,3224 Rebecca Motorway Apt. 635,Stevenport,AR,69032,US,True
ADDR000157,PTY000157,risk_location,3928 John Ferry,Hamiltonview,MO,21120,US,True
ADDR000158,PTY000158,business,99944 Brown Summit,Doristown,DC,97052,US,True
ADDR000159,PTY000159,business,9176 Kathleen Court Suite 300,New Jill,IL,96523,US,True
ADDR000160,PTY000160,business,6862 William Coves,South Steven,ND,41017,US,True
ADDR000161,PTY000161,business,88241 Durham Throughway,East Ronaldshire,NY,59592,US,True
ADDR000162,PTY000162,risk_location,454 Carter Field,Manninghaven,UT,90795,US,True
ADDR000163,PTY000163,business,7474 Tyler Plains,Jenniferland,ME,50378,US,True
ADDR000164,PTY000164,business,44658 William Meadows,North Peter,VT,14928,US,True
ADDR000165,PTY000165,business,2642 Austin Isle,Jamesshire,NJ,34594,US,True
ADDR000166,PTY000166,risk_location,770 Richard Cliffs,Kayleebury,LA,44951,US,True
ADDR000167,PTY000167,risk_location,9296 Wallace Dale,New Maryhaven,LA,34441,US,True
ADDR000168,PTY000168,billing,6627 Thomas Pass,Robertstown,SC,76290,US,True
ADDR000169,PTY000169,billing,23492 Pacheco Coves,East Eric,AS,12267,US,True
ADDR000170,PTY000170,billing,832 Peterson Divide,Rogersburgh,NC,40664,US,True
ADDR000171,PTY000171,billing,876 Freeman Rest,Rodneystad,OK,98298,US,True
ADDR000172,PTY000172,business,06985 Cochran Walks,New Darin,CT,69907,US,True
ADDR000173,PTY000173,billing,9233 Nguyen Island Apt. 815,West Victoria,IL,04600,US,True
ADDR000174,PTY000174,risk_location,7250 Stanton Fork,North Jenna,WY,25156,US,True
ADDR000175,PTY000175,billing,1562 Michelle Villages Suite 070,East Ryan,GA,21821,US,True
ADDR000176,PTY000176,primary,947 Amber Terrace Suite 501,Bradstad,IA,49087,US,True
ADDR000177,PTY000177,mailing,2553 Thompson Streets Apt. 809,South Michael,CO,34463,US,True
ADDR000178,PTY000178,billing,58725 Thompson Canyon,Huynhbury,IN,97020,US,True
ADDR000179,PTY000179,primary,5623 Brandi Prairie,Lake Aaron,MA,96195,US,True
ADDR000180,PTY000180,primary,412 Matthew Lodge,Juliaside,MH,21226,US,True
ADDR000181,PTY000181,business,9512 Boyer Turnpike,East Richard,WI,75783,US,True
ADDR000182,PTY000182,mailing,862 Scott Isle,New Gary,MA,41526,US,True
ADDR000183,PTY000183,business,934 Timothy Crescent,Richardfort,AR,65303,US,True
ADDR000184,PTY000184,mailing,2974 Brown Club,Lake Teresa,NE,08767,US,True
ADDR000185,PTY000185,risk_location,0655 Leblanc Summit,Berryview,FL,95130,US,True
ADDR000186,PTY000186,primary,81341 Mario Rapid,Johnsonhaven,CA,22945,US,True
ADDR000187,PTY000187,billing,624 Anderson Mission,Jonesfurt,SD,43565,US,True
ADDR000188,PTY000188,business,872 Natalie Alley,New Martha,RI,25943,US,True
ADDR000189,PTY000189,risk_location,472 James Trail Suite 364,New Meagan,CO,05596,US,True
ADDR000190,PTY000190,mailing,25648 Reginald Harbor,South Sarah,UT,56670,US,True
ADDR000191,PTY000191,risk_location,61294 Wilson Knoll Suite 177,Travisberg,AS,98109,US,True
ADDR000192,PTY000192,billing,56561 Eric Spring Apt. 073,South Tyler,VA,30434,US,True
ADDR000193,PTY000193,primary,122 Kevin Track,South David,ND,15983,US,True
ADDR000194,PTY000194,business,07179 Stephen Orchard,Karabury,VT,56738,US,True
ADDR000195,PTY000195,mailing,28897 Webb Orchard Suite 750,Ronaldfort,MD,92011,US,True
ADDR000196,PTY000196,billing,952 Roberts Alley,South Jason,MA,26179,US,True
ADDR000197,PTY000197,risk_location,3845 Wilson Views,Farrellfort,SD,07769,US,True
ADDR000198,PTY000198,mailing,548 Tammy Roads,Ashleyberg,IL,56263,US,True
ADDR000199,PTY000199,business,082 Chad Mill Apt. 939,Davidport,MS,99892,US,True
ADDR000200,PTY000200,business,6028 Felicia Flat,South Jobury,NY,09097,US,True
ADDR000201,PTY000201,primary,8170 Erin Course Suite 518,South Amberfort,TX,80808,US,True
ADDR000202,PTY000202,primary,1325 Jackson Road Apt. 892,Lake Todd,SD,05672,US,True
ADDR000203,PTY000203,mailing,39492 Spencer Turnpike Apt. 807,East Brandon,PA,79598,US,True
ADDR000204,PTY000204,billing,714 Francis Loop,Johnsonland,AS,21714,US,True
ADDR000205,PTY000205,business,056 Bennett Ridges Suite 742,Lake Adam,PW,46141,US,True
ADDR000206,PTY000206,billing,639 Smith Spur Suite 952,Patriciaburgh,CA,41390,US,True
ADDR000207,PTY000207,billing,785 Sheila Island,North Jessicaville,AZ,78618,US,True
ADDR000208,PTY000208,risk_location,84173 Thomas Parkway Apt. 532,Jameston,AR,38603,US,True
ADDR000209,PTY000209,business,075 Garcia Lock Suite 176,Johnsonbury,RI,82882,US,True
ADDR000210,PTY000210,mailing,24676 Hunter Underpass,Rileyport,NY,76310,US,True
ADDR000211,PTY000211,risk_location,5487 Jennifer Fork Apt. 411,Port Joshua,OH,73660,US,True
ADDR000212,PTY000212,billing,9586 Taylor Ford Suite 811,Cameronville,CO,45646,US,True
ADDR000213,PTY000213,risk_location,406 Mark Squares,Lake Williamside,MH,95969,US,True
ADDR000214,PTY000214,primary,878 Dixon River Suite 355,Micheletown,SD,41676,US,True
ADDR000215,PTY000215,primary,93093 Bryant Burg,Fernandezbury,NE,72515,US,True
ADDR000216,PTY000216,billing,403 Sutton Valley,West Richard,VI,81631,US,True
ADDR000217,PTY000217,risk_location,2730 Felicia Estate,Port Michellefurt,PW,64305,US,True
ADDR000218,PTY000218,business,5273 Elizabeth Walk,New Patricialand,CO,90825,US,True
ADDR000219,PTY000219,risk_location,63483 Nguyen Drive,Williamschester,FL,98399,US,True
ADDR000220,PTY000220,mailing,336 Young Forge Apt. 902,Odonnellland,ME,56999,US,True
ADDR000221,PTY000221,mailing,39362 Linda Trace,Alexandramouth,SD,52241,US,True
ADDR000222,PTY000222,mailing,033 Hunt Lodge,Matthewburgh,KY,02523,US,True
ADDR000223,PTY000223,primary,7357 Jennifer Neck,Davidtown,NH,82099,US,True
ADDR000224,PTY000224,risk_location,52709 Crystal Garden Apt. 773,Angelachester,SC,62395,US,True
ADDR000225,PTY000225,primary,576 Lindsay Creek Suite 782,Riverastad,AL,85903,US,True
ADDR000226,PTY000226,risk_location,935 Beth Roads Apt. 971,Port Juanmouth,MT,84320,US,True
ADDR000227,PTY000227,billing,454 Troy Dale Apt. 144,Lauraborough,ND,62410,US,True
ADDR000228,PTY000228,business,5162 Torres Route Apt. 299,East Amanda,OK,78293,US,True
ADDR000229,PTY000229,billing,9529 Joshua Courts,Hintontown,VA,38019,US,True
ADDR000230,PTY000230,business,6841 Jones Canyon,North Robertfurt,UT,21119,US,True
ADDR000231,PTY000231,primary,550 Parker Union Apt. 167,Port Eric,PR,17660,US,True
ADDR000232,PTY000232,billing,6548 Palmer Springs,Conniemouth,PW,71539,US,True
ADDR000233,PTY000233,mailing,596 Houston Haven,South Andrew,FM,96467,US,True
ADDR000234,PTY000234,primary,2254 Johnson Trace Suite 983,Terrimouth,NH,70319,US,True
ADDR000235,PTY000235,risk_location,6259 Holmes Village,Port Kathrynborough,AZ,66748,US,True
ADDR000236,PTY000236,primary,9341 Hill Throughway Apt. 797,West Monica,RI,72906,US,True
ADDR000237,PTY000237,mailing,278 Sawyer Radial Apt. 581,Troyport,MD,60844,US,True
ADDR000238,PTY000238,mailing,4427 Jones Coves,North Krystaltown,PR,97992,US,True
ADDR000239,PTY000239,risk_location,07163 Tammy Cliffs,East Michaelchester,NH,60625,US,True
ADDR000240,PTY000240,billing,13320 Hernandez Mills Apt. 396,Montesbury,FL,52746,US,True
ADDR000241,PTY000241,mailing,05256 David Street Suite 515,Port Denise,NM,19023,US,True
ADDR000242,PTY000242,mailing,1591 Castro Mall,Lake Rhondaberg,ND,46521,US,True
ADDR000243,PTY000243,primary,029 Johnson Drive Apt. 404,West Jennifer,CT,40656,US,True
ADDR000244,PTY000244,mailing,6349 Edwards Isle Apt. 749,Nicholeberg,MN,24947,US,True
ADDR000245,PTY000245,risk_location,0884 Cohen Alley Suite 117,Clarkborough,NE,98406,US,True
ADDR000246,PTY000246,mailing,81515 Mendoza Plaza Suite 129,Victoriahaven,MN,44097,US,True
ADDR000247,PTY000247,risk_location,01983 Lopez Mill,Velasquezton,MA,67655,US,True
ADDR000248,PTY000248,primary,5160 Christopher Squares Suite 938,East Eric,OH,59859,US,True
ADDR000249,PTY000249,business,9554 Rodriguez Junctions,Dianeton,CA,76324,US,True
ADDR000250,PTY000250,risk_location,811 Beth Station Apt. 433,Brownfurt,PW,10021,US,True
ADDR000251,PTY000251,mailing,728 Dawn Motorway Suite 779,Lake Jeffrey,NV,56947,US,True
ADDR000252,PTY000252,billing,79616 Jordan Mountains,West Valeriefort,CT,68505,US,True
ADDR000253,PTY000253,billing,82017 Todd Plaza Suite 545,Millershire,AR,21199,US,True
ADDR000254,PTY000254,risk_location,9346 Horne Hollow,Dannyhaven,MI,12002,US,True
ADDR000255,PTY000255,billing,3621 Travis Lock,North Colin,NJ,26500,US,True
ADDR000256,PTY000256,risk_location,5636 Wendy Orchard Suite 403,East Robert,NH,05786,US,True
ADDR000257,PTY000257,mailing,1376 Bryan Fork,Ianborough,CO,79329,US,True
ADDR000258,PTY000258,primary,2970 Sarah Gateway,Port Pamela,OK,40422,US,True
ADDR000259,PTY000259,primary,73610 Amy Crescent,Thomaschester,MH,02141,US,True
ADDR000260,PTY000260,mailing,959 Rodriguez Mews,Blakefurt,FM,64387,US,True
ADDR000261,PTY000261,primary,513 Brady Points Suite 982,Mcbridebury,DC,27739,US,True
ADDR000262,PTY000262,mailing,6832 Medina Terrace Suite 219,Paulland,AK,51495,US,True
ADDR000263,PTY000263,business,82572 Bishop Mountain Suite 456,Emilyshire,OK,54560,US,True
ADDR000264,PTY000264,primary,35634 Sean Road,Garrettborough,NE,78086,US,True
ADDR000265,PTY000265,risk_location,174 Smith Forks Apt. 571,Cisnerosberg,MT,49945,US,True
ADDR000266,PTY000266,business,4622 Matthew Manor,West Catherinehaven,TN,98960,US,True
ADDR000267,PTY000267,mailing,375 Sandy Streets,Lake Jesseborough,WV,10599,US,True
ADDR000268,PTY000268,business,26431 Guzman Land,Lake Kathleen,MH,19320,US,True
ADDR000269,PTY000269,risk_location,99118 Bauer Avenue,Port Michael,AZ,65242,US,True
ADDR000270,PTY000270,business,46481 Chandler Glens Apt. 563,Zimmermanshire,NH,98852,US,True
ADDR000271,PTY000271,primary,805 Andrea Junctions,New Jenniferchester,MI,52310,US,True
ADDR000272,PTY000272,risk_location,1890 Kimberly Square Suite 723,East April,MP,59484,US,True
ADDR000273,PTY000273,risk_location,9399 Phillip Dale Apt. 325,Charlesmouth,AL,75170,US,True
ADDR000274,PTY000274,primary,9316 Morrison Fields,Fernandezhaven,MI,03683,US,True
ADDR000275,PTY000275,billing,008 Adkins Islands Suite 221,Huangborough,OH,13448,US,True
ADDR000276,PTY000276,billing,10251 Holmes Turnpike,South Carrie,OH,48491,US,True
ADDR000277,PTY000277,billing,7842 Mcconnell Common Suite 982,Melissamouth,MA,29516,US,True
ADDR000278,PTY000278,business,81593 Clark Causeway,Lake Melaniebury,PR,47352,US,True
ADDR000279,PTY000279,business,6536 Moore Causeway Suite 390,Brandonmouth,NY,02127,US,True
ADDR000280,PTY000280,billing,0928 Brandon Prairie Suite 559,Kathyland,DC,10467,US,True
ADDR000281,PTY000281,business,698 Laura Canyon,West Kelly,AZ,03009,US,True
ADDR000282,PTY000282,risk_location,50780 Kathleen Locks,South Jenniferview,TN,91858,US,True
ADDR000283,PTY000283,risk_location,18480 David Drive,Lake Justinberg,NM,63997,US,True
ADDR000284,PTY000284,mailing,84684 Matthew Lights,Lake Craig,VI,72306,US,True
ADDR000285,PTY000285,billing,5642 Gregory Street Suite 454,Lake Lindsayland,IL,44889,US,True
ADDR000286,PTY000286,risk_location,4227 Richard Plaza Apt. 284,West Ashley,SD,66430,US,True
ADDR000287,PTY000287,billing,01771 Joshua Mission Apt. 657,South Gregory,VT,96791,US,True
ADDR000288,PTY000288,billing,773 Jensen Spur,New Joshuabury,VI,50206,US,True
ADDR000289,PTY000289,primary,6960 Terri Inlet Apt. 966,Whitebury,KY,54953,US,True
ADDR000290,PTY000290,business,791 Wilson Stream,Jamesland,FM,65623,US,True
ADDR000291,PTY000291,primary,886 Adam Fords Apt. 617,Garciachester,VT,33324,US,True
ADDR000292,PTY000292,mailing,4169 Lisa Flats Apt. 290,Donaldville,LA,94116,US,True
ADDR000293,PTY000293,business,017 Berger Views,New Stephanie,IL,56302,US,True
ADDR000294,PTY000294,business,81327 Sims Pike,South Jefferytown,LA,54821,US,True
ADDR000295,PTY000295,mailing,4753 Powers Islands,Rochachester,AL,49149,US,True
ADDR000296,PTY000296,billing,15035 Teresa Ranch Suite 338,Davidshire,ME,76690,US,True
ADDR000297,PTY000297,mailing,3780 Campbell Lakes Apt. 598,Beckmouth,IN,11134,US,True
ADDR000298,PTY000298,primary,985 Kenneth Manors Apt. 122,Sullivanmouth,CA,57153,US,True
ADDR000299,PTY000299,mailing,6019 Bruce Loaf,South Alexis,AR,36784,US,True
ADDR000300,PTY000300,business,02368 Amanda Expressway,Nicholsonfort,MI,57862,US,True
ADDR000301,PTY000301,business,603 Andres Rest,West Lisaland,MA,75984,US,True
ADDR000302,PTY000302,risk_location,4609 Joe Island Suite 328,East Wesley,KS,35106,US,True
ADDR000303,PTY000303,risk_location,1839 Krueger Meadows,Kristinatown,NY,37858,US,True
