address_id,party_id,address_type,line1,city,state_code,postal_code,country_code,is_current
ADDR000840,PTY000840,primary,2157 New Address Ln,Salem,MT,25582,US,True
ADDR002220,PTY002220,primary,7598 New Address Ln,Riverside,MN,59451,US,True
ADDR002514,PTY002514,mailing,441 New Address Ln,Madison,HI,85843,US,True
ADDR001992,PTY001992,mailing,634 New Address Ln,Riverside,FM,87819,US,True
ADDR001742,PTY001742,risk_location,1026 New Address Ln,Madison,TX,72548,US,True
ADDR003624,PTY003624,primary,633 New Address Ln,Madison,VA,46736,US,True
ADDR003644,PTY003644,risk_location,4182 New Address Ln,Salem,AK,79227,US,True
ADDR004277,PTY004277,primary,6546 New Address Ln,Riverside,MH,35806,US,True
ADDR000139,PTY000139,mailing,8263 New Address Ln,Fairview,NY,48054,US,True
ADDR004931,PTY004931,primary,4756 New Address Ln,Salem,OR,89127,US,True
ADDR002146,PTY002146,business,5811 New Address Ln,Madison,VI,31408,US,True
ADDR000636,PTY000636,primary,2551 New Address Ln,Madison,PW,49404,US,True
ADDR003142,PTY003142,primary,622 New Address Ln,Riverside,ME,47781,US,True
ADDR001000,PTY001000,business,9537 New Address Ln,Riverside,PW,57869,US,True
ADDR000146,PTY000146,risk_location,8886 New Address Ln,Fairview,PR,94689,US,True
ADDR002313,PTY002313,mailing,6897 New Address Ln,Madison,OR,85734,US,True
ADDR004049,PTY004049,risk_location,4424 New Address Ln,Fairview,CA,44849,US,True
ADDR003618,PTY003618,billing,8495 New Address Ln,Riverside,AK,80825,US,True
ADDR003489,PTY003489,mailing,7941 New Address Ln,Springfield,RI,50365,US,True
ADDR002629,PTY002629,risk_location,6475 New Address Ln,Madison,AS,13926,US,True
ADDR004176,PTY004176,business,6857 New Address Ln,Madison,DE,57732,US,True
ADDR001927,PTY001927,mailing,4364 New Address Ln,Salem,IA,06696,US,True
ADDR004956,PTY004956,business,5069 New Address Ln,Georgetown,FM,41511,US,True
ADDR004380,PTY004380,risk_location,101 New Address Ln,Salem,IA,18504,US,True
ADDR000868,PTY000868,mailing,2916 New Address Ln,Springfield,WY,83395,US,True
ADDR002348,PTY002348,primary,4197 New Address Ln,Fairview,GU,17063,US,True
ADDR003264,PTY003264,primary,2932 New Address Ln,Madison,LA,18778,US,True
ADDR001708,PTY001708,risk_location,391 New Address Ln,Fairview,SD,40748,US,True
ADDR000559,PTY000559,billing,8760 New Address Ln,Fairview,NM,86321,US,True
ADDR004842,PTY004842,mailing,5011 New Address Ln,Riverside,MD,81784,US,True
ADDR002292,PTY002292,mailing,5373 New Address Ln,Georgetown,DE,42003,US,True
ADDR003718,PTY003718,primary,5973 New Address Ln,Georgetown,SD,84177,US,True
ADDR004015,PTY004015,primary,2743 New Address Ln,Riverside,DE,71190,US,True
ADDR002773,PTY002773,risk_location,6236 New Address Ln,Fairview,MA,57386,US,True
ADDR004878,PTY004878,primary,199 New Address Ln,Fairview,VT,24830,US,True
ADDR000698,PTY000698,primary,9061 New Address Ln,Georgetown,WI,37313,US,True
ADDR000163,PTY000163,business,7712 New Address Ln,Riverside,ME,50378,US,True
ADDR000390,PTY000390,primary,7986 New Address Ln,Madison,PR,89592,US,True
ADDR004613,PTY004613,mailing,5318 New Address Ln,Madison,MA,28093,US,True
ADDR000685,PTY000685,risk_location,3005 New Address Ln,Riverside,ME,34602,US,True
ADDR001063,PTY001063,mailing,9386 New Address Ln,Fairview,MT,58352,US,True
ADDR003359,PTY003359,risk_location,890 New Address Ln,Salem,IL,02400,US,True
ADDR001576,PTY001576,business,6636 New Address Ln,Salem,MP,98667,US,True
ADDR003469,PTY003469,mailing,9725 New Address Ln,Fairview,IL,57299,US,True
ADDR004804,PTY004804,primary,7752 New Address Ln,Fairview,NJ,52902,US,True
ADDR004741,PTY004741,primary,8294 New Address Ln,Springfield,WA,19232,US,True
ADDR000161,PTY000161,business,6600 New Address Ln,Riverside,NY,59592,US,True
ADDR000995,PTY000995,mailing,7039 New Address Ln,Salem,AR,78576,US,True
ADDR002625,PTY002625,business,5281 New Address Ln,Riverside,IA,63134,US,True
ADDR001787,PTY001787,primary,3631 New Address Ln,Madison,PW,33316,US,True
ADDR001669,PTY001669,primary,1154 New Address Ln,Springfield,ME,93396,US,True
ADDR000876,PTY000876,mailing,3767 New Address Ln,Madison,VI,50623,US,True
ADDR000105,PTY000105,primary,4152 New Address Ln,Georgetown,NY,74047,US,True
ADDR003521,PTY003521,risk_location,2667 New Address Ln,Fairview,IL,19435,US,True
ADDR002351,PTY002351,business,6777 New Address Ln,Fairview,SD,46249,US,True
ADDR001501,PTY001501,mailing,5689 New Address Ln,Springfield,IA,78336,US,True
ADDR001105,PTY001105,billing,3123 New Address Ln,Springfield,KS,57630,US,True
ADDR002350,PTY002350,risk_location,1025 New Address Ln,Springfield,RI,54816,US,True
ADDR001452,PTY001452,primary,7812 New Address Ln,Georgetown,KS,24066,US,True
ADDR003403,PTY003403,business,3627 New Address Ln,Madison,IN,92078,US,True
ADDR000858,PTY000858,business,4389 New Address Ln,Georgetown,CO,90738,US,True
ADDR002538,PTY002538,billing,5658 New Address Ln,Salem,MT,14020,US,True
ADDR001514,PTY001514,risk_location,213 New Address Ln,Fairview,TN,08444,US,True
ADDR003430,PTY003430,risk_location,9212 New Address Ln,Madison,CA,96842,US,True
ADDR003164,PTY003164,billing,7123 New Address Ln,Salem,FL,13095,US,True
ADDR000789,PTY000789,mailing,7219 New Address Ln,Riverside,HI,94586,US,True
ADDR000637,PTY000637,mailing,4638 New Address Ln,Madison,MS,76473,US,True
ADDR002204,PTY002204,mailing,2862 New Address Ln,Salem,AR,48276,US,True
ADDR004313,PTY004313,billing,2449 New Address Ln,Georgetown,VT,78410,US,True
ADDR002490,PTY002490,risk_location,9417 New Address Ln,Riverside,WI,45060,US,True
ADDR002050,PTY002050,primary,2325 New Address Ln,Georgetown,OK,80969,US,True
ADDR001297,PTY001297,business,7374 New Address Ln,Georgetown,SD,40361,US,True
ADDR002246,PTY002246,primary,3102 New Address Ln,Georgetown,MT,15530,US,True
ADDR001013,PTY001013,billing,8598 New Address Ln,Georgetown,MT,70697,US,True
ADDR000288,PTY000288,billing,9880 New Address Ln,Salem,VI,50206,US,True
ADDR000573,PTY000573,business,5014 New Address Ln,Salem,NY,98146,US,True
ADDR002055,PTY002055,business,7418 New Address Ln,Salem,NC,15978,US,True
ADDR003879,PTY003879,billing,7701 New Address Ln,Springfield,CO,77362,US,True
ADDR003205,PTY003205,billing,8028 New Address Ln,Springfield,SD,09527,US,True
ADDR001053,PTY001053,primary,7546 New Address Ln,Fairview,GU,16131,US,True
ADDR002382,PTY002382,risk_location,2087 New Address Ln,Riverside,VA,57615,US,True
ADDR004897,PTY004897,primary,8125 New Address Ln,Springfield,NC,08359,US,True
ADDR003968,PTY003968,risk_location,6342 New Address Ln,Georgetown,DE,66033,US,True
ADDR001782,PTY001782,primary,5250 New Address Ln,Springfield,MD,32697,US,True
ADDR004110,PTY004110,mailing,3300 New Address Ln,Fairview,UT,32944,US,True
ADDR002512,PTY002512,risk_location,2094 New Address Ln,Salem,FL,14862,US,True
ADDR003670,PTY003670,mailing,7139 New Address Ln,Salem,FL,30354,US,True
ADDR002067,PTY002067,primary,105 New Address Ln,Springfield,KY,96021,US,True
ADDR004097,PTY004097,billing,2169 New Address Ln,Salem,RI,90978,US,True
ADDR002073,PTY002073,risk_location,3193 New Address Ln,Fairview,DC,02658,US,True
ADDR001511,PTY001511,risk_location,3715 New Address Ln,Riverside,FL,24386,US,True
ADDR003764,PTY003764,mailing,431 New Address Ln,Riverside,RI,84395,US,True
ADDR002321,PTY002321,business,1085 New Address Ln,Springfield,NY,20599,US,True
ADDR001221,PTY001221,business,3388 New Address Ln,Springfield,PW,95143,US,True
ADDR001560,PTY001560,risk_location,3254 New Address Ln,Fairview,OR,93528,US,True
ADDR002697,PTY002697,risk_location,9985 New Address Ln,Fairview,CA,30062,US,True
